id,name,state,census_region,pop_dens,pop_dens4,pop_dens6,pct_black,pop,female,white,black,travel_time,land_area,hh_income,su_gun4,su_gun6,fips,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,per_dem_2012,per_gop_2012,diff_2012,winner,partywinner16,winner12,partywinner12,flipped
02110,Juneau City and Borough,AK,West,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",32406,48.9,70.3,1.5,15.1,2701.93,81490,"[ 8,11)","[ 8,10)",2110,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02122,Kenai Peninsula Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",57477,47.6,84.6,0.9,19.1,16075.33,61793,"[11,54]","[12,54]",2122,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02130,Ketchikan Gateway Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",13787,47.9,68.3,0.9,13.7,4858.41,62519,"[11,54]","[10,12)",2130,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02150,Kodiak Island Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",13986,46.1,57.6,1.3,11.1,6549.58,68718,"[ 8,11)","[10,12)",2150,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02164,Lake and Peninsula Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",1631,46.8,24.6,0.8,6.4,23652.01,51786,"[ 0, 5)","[ 0, 4)",2164,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02170,Matanuska-Susitna Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",97882,48,84.5,1.3,32.8,24607.9,71037,"[11,54]","[12,54]",2170,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02180,Nome Census Area,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",9817,47.3,17.9,0.7,6.7,22961.76,49974,"[11,54]","[12,54]",2180,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02185,North Slope Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",9703,37.9,34.1,1.1,8.9,88695.41,80761,"[11,54]","[12,54]",2185,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02188,Northwest Arctic Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",7717,46,13.2,0.7,7.6,35572.58,61607,"[11,54]","[12,54]",2188,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02195,Petersburg Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",3160,48.2,71.5,0.7,7.7,3281.98,63934,"[ 0, 5)","[ 0, 4)",2195,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02198,Prince of Wales-Hyder Census Area,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",6396,45.2,49.5,0.4,14.6,3922.87,46071,"[ 0, 5)","[ 0, 4)",2198,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02220,Sitka City and Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",8900,49.3,67,1,12.3,2870.34,69405,"[11,54]","[12,54]",2220,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02230,Skagway Municipality,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",1036,47.2,90.3,0.3,4.4,452.33,71667,"[ 0, 5)","[ 0, 4)",2230,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02240,Southeast Fairbanks Census Area,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",6931,44.3,80.2,1.5,12.2,24768.81,56801,"[11,54]","[12,54]",2240,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02261,Valdez-Cordova Census Area,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",9488,46.9,73.8,0.9,12.2,34239.88,74878,"[11,54]","[12,54]",2261,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02270,Wade Hampton Census Area,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",8010,47.3,4.9,0.2,6,17081.43,40176,"[11,54]","[12,54]",2270,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02275,Wrangell City and Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",2364,48.5,72.4,0.4,9.5,2541.48,45841,"[ 0, 5)","[ 0, 4)",2275,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02282,Yakutat City and Borough,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",635,43.8,39.6,0.9,5.4,7649.46,72500,"[ 0, 5)","[ 0, 4)",2282,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
02290,Yukon-Koyukuk Census Area,AK,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",5547,46,22.9,0.4,8.3,145504.79,34710,"[11,54]","[12,54]",2290,93003,130413,246588,0.377159472,0.528870018,37410,NA,NA,NA,Trump,Republican,Romney,Republican,No
04001,Apache County,AZ,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",71828,50.5,23.6,0.7,30,11197.52,31476,"[ 8,11)","[ 8,10)",4001,12196,5315,18659,0.653625596,0.284849134,6881,0.661024936,0.321932064,8635,Clinton,Democrat,Obama,Democrat,No
04003,Cochise County,AZ,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 2.0, 5.0)",127448,48.9,87.9,4.7,18.9,6165.69,45755,"[11,54]","[12,54]",4003,15291,25036,43147,0.354393121,0.580248916,9745,0.370591192,0.610882675,10519,Trump,Republican,Romney,Republican,No
04005,Coconino County,AZ,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",137682,50.6,66.4,1.6,18.7,18618.89,49555,"[ 8,11)","[10,12)",4005,25308,16573,44929,0.563288744,0.368870885,8735,0.562957258,0.41432422,6948,Clinton,Democrat,Obama,Democrat,No
04007,Gila County,AZ,West,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",53119,50.4,80.6,0.8,20.8,4757.93,39954,"[11,54]","[12,54]",4007,6746,13672,21398,0.315263109,0.638938219,6926,0.359906911,0.623748444,4875,Trump,Republican,Romney,Republican,No
04009,Graham County,AZ,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 2.0, 5.0)",37957,46.8,81.5,2,22.2,4622.6,44943,"[ 8,11)","[ 8,10)",4009,3301,8025,11939,0.276488818,0.672166848,4724,0.304369833,0.681289016,4468,Trump,Republican,Romney,Republican,No
04011,Greenlee County,AZ,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",9346,47.5,91.9,1.5,17.5,1843.13,47992,"[ 8,11)","[ 8,10)",4011,1092,1892,3243,0.336725254,0.583410422,800,0.440780619,0.534993271,280,Trump,Republican,Romney,Republican,No
04012,La Paz County,AZ,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",20231,48.9,77.6,1,12.4,4499.63,35776,"[11,54]","[12,54]",4012,1318,3381,4931,0.267288582,0.685662137,2063,0.328931329,0.651158066,1586,Trump,Republican,Romney,Republican,No
04013,Maricopa County,AZ,West,"[  100,  500)","[118,71672]","[215,71672]","[ 5.0,10.0)",4087191,50.5,84.7,5.7,25.4,9200.14,53596,"[ 5, 8)","[ 7, 8)",4013,549040,590465,1201934,0.456797129,0.491262415,41425,0.431343344,0.551668565,142827,Trump,Republican,Romney,Republican,No
04015,Mohave County,AZ,West,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",203361,49.7,92.2,1.3,18.9,13311.08,39200,"[11,54]","[12,54]",4015,16485,54656,74189,0.222202752,0.73671299,38171,0.277851067,0.70421083,28118,Trump,Republican,Romney,Republican,No
04017,Navajo County,AZ,West,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",108101,49.9,51.3,1.2,22.3,9950.42,36927,"[11,54]","[10,12)",4017,15362,18165,35409,0.433844503,0.513005168,2803,0.451628232,0.53542976900000006,2998,Trump,Republican,Romney,Republican,No
04019,Pima County,AZ,West,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 2.0, 5.0)",1004516,50.8,85.8,4,24,9187.04,45841,"[ 8,11)","[10,12)",4019,195649,147019,360762,0.542321531,0.40752352,48630,0.521492708,0.463101556,20543,Clinton,Democrat,Obama,Democrat,No
04021,Pinal County,AZ,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",401918,47.8,83.3,4.8,31.1,5365.61,50027,"[ 8,11)","[ 8,10)",4021,35737,53857,93805,0.380971164,0.574137839,18120,0.405604128,0.57712529,17519,Trump,Republican,Romney,Republican,No
04023,Santa Cruz County,AZ,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",46695,51.9,96.3,0.8,19.8,1236.92,37745,"[ 0, 5)","[ 4, 7)",4023,10684,3650,14926,0.715797936,0.244539729,7034,0.682740751,0.304807831,5251,Clinton,Democrat,Obama,Democrat,No
04025,Yavapai County,AZ,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",218844,51.2,93.8,0.8,22.2,8123.5,42987,"[11,54]","[12,54]",4025,29705,58862,92780,0.320165984,0.634425523,29157,0.337059614,0.644539725,29761,Trump,Republican,Romney,Republican,No
04027,Yuma County,AZ,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",203247,48.9,91.3,2.7,18.8,5513.99,41595,"[ 5, 8)","[ 7, 8)",4027,18336,20586,40759,0.449863834,0.505066366,2250,0.413290113,0.574627965,5475,Trump,Republican,Romney,Republican,No
06001,Alameda County,CA,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[10.0,15.0)",1610921,51,52,12.4,28.8,739.02,72112,"[ 0, 5)","[ 0, 4)",6001,486351,91189,613195,0.793142475,0.148711258,395162,0.78456659,0.186842077,333761,Clinton,Democrat,Obama,Democrat,No
06003,Alpine County,CA,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",1116,47.4,71.8,0.4,23.7,738.33,58636,"[ 0, 5)","[ 0, 4)",6003,318,211,575,0.553043478,0.366956522,107,0.601236476,0.364760433,153,Clinton,Democrat,Obama,Democrat,No
06005,Amador County,CA,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",36742,46.9,90.9,2.1,30,594.58,53684,"[11,54]","[12,54]",6005,5904,10239,17186,0.343535436,0.595775631,4335,0.392145331,0.58178135,2902,Trump,Republican,Romney,Republican,No
06007,Butte County,CA,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 0.0, 2.0)",224241,50.4,87,1.8,20.3,1636.46,43752,"[ 8,11)","[ 8,10)",6007,38676,42193,87847,0.440265462,0.480300978,3517,0.464162023,0.503285207,2745,Trump,Republican,Romney,Republican,No
06009,Calaveras County,CA,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",44624,50,92.1,1,35.5,1020.01,55295,"[11,54]","[12,54]",6009,7738,13072,22334,0.34646727,0.585295961,5334,0.400887974,0.57052358,3133,Trump,Republican,Romney,Republican,No
06011,Colusa County,CA,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",21419,48.3,91.6,1.2,21.2,1150.73,52158,"[ 8,11)","[ 8,10)",6011,2518,3464,6346,0.396785377,0.545855657,946,0.383290708,0.600341006,1273,Trump,Republican,Romney,Republican,No
06013,Contra Costa County,CA,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[ 5.0,10.0)",1111339,51.2,67.9,9.6,33.3,715.94,78756,"[ 0, 5)","[ 4, 7)",6013,286658,105819,415972,0.689128114,0.254389719,180839,0.657142776,0.32041212,118279,Clinton,Democrat,Obama,Democrat,No
06015,Del Norte County,CA,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",27212,44.6,78.6,3.7,14.2,1006.37,37909,"[ 8,11)","[10,12)",6015,3485,5134,9361,0.372289285,0.548445679,1649,0.427707809,0.536020151,860,Trump,Republican,Romney,Republican,No
06017,El Dorado County,CA,West,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 0.0, 2.0)",183087,50,90.1,0.9,28.8,1707.88,69297,"[ 8,11)","[ 8,10)",6017,35243,47633,89228,0.394976913,0.533834671,12390,0.396087194,0.577970974,15628,Trump,Republican,Romney,Republican,No
06019,Fresno County,CA,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 5.0,10.0)",965974,50,77.4,5.9,22.1,5957.99,45563,"[ 0, 5)","[ 4, 7)",6019,123660,113949,250264,0.494118211,0.455315187,9711,0.476365371,0.505664544,5281,Clinton,Democrat,Romney,Republican,Yes
06021,Glenn County,CA,West,"[   10,   50)","[ 17,   45)","[  9,   25)","[ 0.0, 2.0)",27955,49.5,90.1,1.1,21.8,1313.95,43023,"[ 8,11)","[10,12)",6021,3065,5788,9379,0.326793901,0.617123361,2723,0.358346095,0.613432509,2332,Trump,Republican,Romney,Republican,No
06023,Humboldt County,CA,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",134809,50,84.4,1.3,17.5,3567.99,41426,"[ 8,11)","[10,12)",6023,19596,10883,33636,0.582590082,0.323552147,8713,0.599904904,0.338304264,12104,Clinton,Democrat,Obama,Democrat,No
06025,Imperial County,CA,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 2.0, 5.0)",179091,48.8,89.6,3.5,20.8,4176.6,41807,"[ 0, 5)","[ 0, 4)",6025,23887,9318,34807,0.686270003,0.267704772,14569,0.63614177,0.347685135,7919,Clinton,Democrat,Obama,Democrat,No
06027,Inyo County,CA,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",18410,49.8,81.7,0.9,14.8,10180.88,44796,"[11,54]","[12,54]",6027,3155,4248,7996,0.394572286,0.531265633,1093,0.426857407,0.544685433,766,Trump,Republican,Romney,Republican,No
06029,Kern County,CA,West,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 5.0,10.0)",874589,48.7,82.9,6.3,23.6,8131.92,48552,"[ 0, 5)","[ 4, 7)",6029,86481,119164,217725,0.397202894,0.547314273,32683,0.384793833,0.593875657,35150,Trump,Republican,Romney,Republican,No
06031,Kings County,CA,West,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 5.0,10.0)",150269,44.3,81.4,7.4,21.4,1389.42,48133,"[ 0, 5)","[ 0, 4)",6031,12902,17446,32250,0.400062016,0.54096124,4544,0.407511862,0.570158267,4902,Trump,Republican,Romney,Republican,No
06033,Lake County,CA,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",64184,50,87.9,2,27.5,1256.46,36548,"[11,54]","[12,54]",6033,6240,5752,13045,0.478344193,0.440935224,488,0.562799558,0.397812462,2685,Clinton,Democrat,Obama,Democrat,No
06035,Lassen County,CA,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 5.0,10.0)",31749,36.6,81.8,8.5,19.4,4541.18,53107,"[ 8,11)","[10,12)",6035,2224,7574,10422,0.213394742,0.726731913,5350,0.28708856,0.684806187,4217,Trump,Republican,Romney,Republican,No
06037,Los Angeles County,CA,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[ 5.0,10.0)",10116705,50.7,71.5,9.2,29.3,4057.88,55909,"[ 0, 5)","[ 0, 4)",6037,1893770,620285,2652072,0.714071865,0.233886938,1273485,0.688737325,0.288153933,972564,Clinton,Democrat,Obama,Democrat,No
06039,Madera County,CA,West,"[   50,  100)","[ 45,  118)","[ 45,   82)","[ 2.0, 5.0)",154548,51.3,86.2,4,25.5,2137.07,45625,"[ 0, 5)","[ 4, 7)",6039,13283,19221,34263,0.38767767,0.560984152,5938,0.392252564,0.586618065,6292,Trump,Republican,Romney,Republican,No
06041,Marin County,CA,West,"[  500, 1000)","[118,71672]","[215,71672]","[ 2.0, 5.0)",260750,51.1,86.2,2.8,28.6,520.31,90839,"[ 0, 5)","[ 4, 7)",6041,69518,14214,88115,0.788946263,0.161311922,55304,0.739782044,0.235148964,50103,Clinton,Democrat,Obama,Democrat,No
06043,Mariposa County,CA,West,"[   10,   50)","[  0,   17)","[  9,   25)","[ 0.0, 2.0)",17682,49.2,90.2,1.1,32,1448.82,49820,"[11,54]","[12,54]",6043,3122,5185,8877,0.351695393,0.584093725,2063,0.394618834,0.568097373,1354,Trump,Republican,Romney,Republican,No
06045,Mendocino County,CA,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",87869,50.1,86.6,1,18.6,3506.34,43469,"[ 8,11)","[10,12)",6045,6905,3571,11435,0.603847836,0.312286839,3334,0.662037037,0.2860888,6740,Clinton,Democrat,Obama,Democrat,No
06047,Merced County,CA,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 2.0, 5.0)",266353,49.4,81.9,4.2,26.3,1934.97,42591,"[ 0, 5)","[ 0, 4)",6047,21856,18486,42523,0.513980669,0.434729441,3370,0.516997111,0.463077288,2725,Clinton,Democrat,Obama,Democrat,No
06049,Modoc County,CA,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",9023,49.6,88.9,1.1,16.9,3917.77,36212,"[11,54]","[12,54]",6049,798,2413,3359,0.237570706,0.718368562,1615,0.279227296,0.69719016599999994,1666,Trump,Republican,Romney,Republican,No
06051,Mono County,CA,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",13997,46.5,92,0.7,16.2,3048.98,61757,"[ 5, 8)","[ 4, 7)",6051,2696,2080,5154,0.523088863,0.403570043,616,0.523489933,0.447834045,372,Clinton,Democrat,Obama,Democrat,No
06053,Monterey County,CA,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 2.0, 5.0)",431344,48.6,82.5,3.6,22.5,3280.6,59168,"[ 0, 5)","[ 0, 4)",6053,64733,26378,96676,0.669587074,0.272849518,38355,0.65856702600000006,0.319490079,26625,Clinton,Democrat,Obama,Democrat,No
06055,Napa County,CA,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 2.0, 5.0)",141667,50.2,85.2,2.3,23.6,748.36,70443,"[ 0, 5)","[ 4, 7)",6055,26161,11946,40393,0.647661724,0.295744312,14215,0.617468762,0.36023135,8317,Clinton,Democrat,Obama,Democrat,No
06057,Nevada County,CA,West,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 0.0, 2.0)",98893,50.7,93.8,0.5,24.6,957.77,57353,"[ 8,11)","[10,12)",6057,16199,14686,33258,0.48707078,0.441577966,1513,0.462059357,0.508553655,1435,Clinton,Democrat,Romney,Republican,Yes
06059,Orange County,CA,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[ 2.0, 5.0)",3145515,50.5,74.1,2.1,26.3,790.57,75422,"[ 0, 5)","[ 0, 4)",6059,556544,472669,1092116,0.509601544,0.432801094,83875,0.447537733,0.530288892,84515,Clinton,Democrat,Romney,Republican,Yes
06061,Placer County,CA,West,"[  100,  500)","[118,71672]","[215,71672]","[ 0.0, 2.0)",371694,51.2,86.3,1.7,26.9,1407.01,72725,"[ 5, 8)","[ 4, 7)",6061,61969,78977,150532,0.411666622,0.524652566,17008,0.38888581,0.589432021,25334,Trump,Republican,Romney,Republican,No
06063,Plumas County,CA,West,"[    0,   10)","[  0,   17)","[  0,    9)","[ 0.0, 2.0)",18606,49.9,91.1,1,22.9,2553.04,45794,"[11,54]","[12,54]",6063,3224,5079,8830,0.365118913,0.575198188,1855,0.402059597,0.574057844,1570,Trump,Republican,Romney,Republican,No
06065,Riverside County,CA,West,"[  100,  500)","[118,71672]","[215,71672]","[ 5.0,10.0)",2329271,50.2,80.7,7,32,7206.48,56529,"[ 0, 5)","[ 4, 7)",6065,300686,279072,609869,0.49303375,0.457593352,21614,0.487949386,0.492142895,2473,Clinton,Democrat,Romney,Republican,Yes
06067,Sacramento County,CA,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[10.0,15.0)",1482026,51.1,65.1,10.8,25.7,964.64,55064,"[ 0, 5)","[ 4, 7)",6067,273768,163024,467526,0.585567434,0.348695046,110744,0.569617872,0.406318122,63375,Clinton,Democrat,Obama,Democrat,No
06069,San Benito County,CA,West,"[   10,   50)","[ 17,   45)","[ 25,   45)","[ 0.0, 2.0)",58267,49.9,88.5,1.3,30.2,1388.71,66237,"[ 0, 5)","[ 0, 4)",6069,8309,5530,14688,0.565699891,0.376497821,2779,0.57554101,0.404221213,2565,Clinton,Democrat,Obama,Democrat,No
06071,San Bernardino County,CA,West,"[  100,  500)","[ 45,  118)","[ 82,  215)","[ 5.0,10.0)",2112619,50.2,77.5,9.5,29.9,20056.94,54090,"[ 0, 5)","[ 4, 7)",6071,304407,249103,585169,0.520203565,0.425694116,55304,0.515717746,0.4616733,28735,Clinton,Democrat,Obama,Democrat,No
06073,San Diego County,CA,West,"[  500, 1000)","[118,71672]","[215,71672]","[ 5.0,10.0)",3263431,49.7,76.6,5.6,24.4,4206.63,62962,"[ 0, 5)","[ 4, 7)",6073,567243,386807,1011651,0.560710166,0.382352214,180436,0.515359987,0.464361125,47340,Clinton,Democrat,Obama,Democrat,No
06075,San Francisco County,CA,West,"[ 5000,71672]","[118,71672]","[215,71672]","[ 5.0,10.0)",852469,49.1,54.3,6,30.5,46.87,75604,"[ 0, 5)","[ 0, 4)",6075,312443,34493,365295,0.855316936,0.094425054,277950,0.834385698,0.132868984,225203,Clinton,Democrat,Obama,Democrat,No
06077,San Joaquin County,CA,West,"[  500, 1000)","[118,71672]","[215,71672]","[ 5.0,10.0)",715597,50.2,68.4,8.1,29.4,1391.32,53380,"[ 0, 5)","[ 4, 7)",6077,71349,56194,134076,0.532153406,0.419120499,15155,0.534839257,0.44617513600000003,13263,Clinton,Democrat,Obama,Democrat,No
06079,San Luis Obispo County,CA,West,"[   50,  100)","[ 45,  118)","[ 82,  215)","[ 2.0, 5.0)",279083,49,89.2,2.2,21.1,3298.57,58697,"[ 5, 8)","[ 7, 8)",6079,61021,50755,120296,0.507257099,0.421917603,10266,0.490276112,0.480454433,1155,Clinton,Democrat,Obama,Democrat,No
06081,San Mateo County,CA,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[ 2.0, 5.0)",758581,50.7,63.3,3,25.7,448.41,88202,"[ 0, 5)","[ 0, 4)",6081,192035,47627,251646,0.763115647,0.1892619,144408,0.713059571,0.265534856,94792,Clinton,Democrat,Obama,Democrat,No
06083,Santa Barbara County,CA,West,"[  100,  500)","[118,71672]","[ 82,  215)","[ 2.0, 5.0)",440668,49.7,86,2.4,19.4,2735.09,62779,"[ 0, 5)","[ 4, 7)",6083,100120,53740,164224,0.609655105,0.32723597,46380,0.572357028,0.401333795,25183,Clinton,Democrat,Obama,Democrat,No
06085,Santa Clara County,CA,West,"[ 1000, 5000)","[118,71672]","[215,71672]","[ 2.0, 5.0)",1894605,49.7,57.2,2.9,25,1290.1,91702,"[ 0, 5)","[ 0, 4)",6085,483472,137452,659148,0.73348019,0.208529799,346020,0.69808435,0.277304464,206892,Clinton,Democrat,Obama,Democrat,No
