created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,retweeted_status,text,favorited_by,scopes,display_text_width,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-11-20T16:36:42Z,1594369154181734400,1594369154181734401,"À la COP27, la France et l’Europe ont réaffirmé leur engagement pour le climat. Nous avons besoin d’un nouveau pacte financier avec les pays les plus vulnérables. J’y travaillerai avec nos partenaires en vue d’un sommet à Paris avant la prochaine COP.",FALSE,251,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,568,3043,FALSE,FALSE,fr,NA,NA,NA,,,,"À la COP27, la France et l’Europe ont réaffirmé leur engagement pour le climat. Nous avons besoin d’un nouveau pacte financier avec les pays les plus vulnérables. J’y travaillerai avec nos partenaires en vue d’un sommet à Paris avant la prochaine COP.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-19T13:09:27Z,1593954607901835300,1593954607901835265,Réunis pour que vive la Francophonie ! https://t.co/C6YaeI0N1H,FALSE,38,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1615,15989,FALSE,FALSE,fr,FALSE,NA,NA,,,,Réunis pour que vive la Francophonie ! https://t.co/C6YaeI0N1H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-19T12:52:12Z,1593950269162897400,1593950269162897408,"À Djerba avec les membres du réseau Jeunes Ambassadeurs Francophones engagés pour défendre la Francophonie à travers le monde. Avec @YseultOfficiel, notre marraine pour 2024, nous allons continuer à promouvoir notre si belle langue ! https://t.co/tXgeQG6c1T",FALSE,233,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,431,2147,FALSE,FALSE,fr,FALSE,NA,NA,,,,"À Djerba avec les membres du réseau Jeunes Ambassadeurs Francophones engagés pour défendre la Francophonie à travers le monde. Avec @YseultOfficiel, notre marraine pour 2024, nous allons continuer à promouvoir notre si belle langue ! https://t.co/tXgeQG6c1T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-19T12:24:59Z,1593943418543153200,1593943418543153153,เล็ก ชัยเลิศ คุณใช้เวลาตลอดชีวิตของคุณเพื่อป้องกันช้าง คุณทราบดีกว่าใครทั้งสิ้นว่าการอยู่รอดของช้างขึ้นอยูกับธรรมชาติ ที่ตั้งบนพื้นฐานของความสมดุลระหว่างเล็กที่สุดและใหญ่ที่สุด ขอบคุณสำหรับความมุ่งมั่นพันธะสัญญาของคุณเพื่อความหลากหลายทางชีวภาพ https://t.co/HIwa8Tqot5,FALSE,243,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1108,3665,FALSE,FALSE,th,FALSE,NA,NA,,,,เล็ก ชัยเลิศ คุณใช้เวลาตลอดชีวิตของคุณเพื่อป้องกันช้าง คุณทราบดีกว่าใครทั้งสิ้นว่าการอยู่รอดของช้างขึ้นอยูกับธรรมชาติ ที่ตั้งบนพื้นฐานของความสมดุลระหว่างเล็กที่สุดและใหญ่ที่สุด ขอบคุณสำหรับความมุ่งมั่นพันธะสัญญาของคุณเพื่อความหลากหลายทางชีวภาพ https://t.co/HIwa8Tqot5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-19T12:24:32Z,1593943302935826400,1593943302935826433,วัดโพธิ์ สถานที่สำคัญของพุทธศาสนาไทย เตือนให้เราตระหนักว่ามรดกทางศาสนาแห่งนี้มีส่วนในการสร้างเอกลักษณ์ของคนไทยมากเพียงใด ฝรั่งเศสจะสนับสนุนการส่งเสริมและการอนุรักษ์ของวัดในนามของมิตรภาพยืนนานในประวัติศาสตร์ระหว่างฝรั่งเศสและไทย https://t.co/Y4tsjgtOnK,FALSE,227,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1191,3888,FALSE,FALSE,th,FALSE,NA,NA,,,,วัดโพธิ์ สถานที่สำคัญของพุทธศาสนาไทย เตือนให้เราตระหนักว่ามรดกทางศาสนาแห่งนี้มีส่วนในการสร้างเอกลักษณ์ของคนไทยมากเพียงใด ฝรั่งเศสจะสนับสนุนการส่งเสริมและการอนุรักษ์ของวัดในนามของมิตรภาพยืนนานในประวัติศาสตร์ระหว่างฝรั่งเศสและไทย https://t.co/Y4tsjgtOnK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-19T10:56:51Z,1.5939212376920801e+18,1593921237692080130,"Lek Chailert, vous avez consacré votre vie à protéger les éléphants. Vous savez mieux que quiconque que de leur survie dépend la Nature, fondée sur l'équilibre entre infiniment petit et infiniment grand. Merci pour votre engagement pour la biodiversité. https://t.co/AA3DjJ3NMY",FALSE,253,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,555,2941,FALSE,FALSE,fr,FALSE,NA,NA,,,,"Lek Chailert, vous avez consacré votre vie à protéger les éléphants. Vous savez mieux que quiconque que de leur survie dépend la Nature, fondée sur l'équilibre entre infiniment petit et infiniment grand. Merci pour votre engagement pour la biodiversité. https://t.co/AA3DjJ3NMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-19T10:11:50Z,1593909907803324400,1593909907803324416,"Wat Pho, haut lieu du bouddhisme thaïlandais, nous rappelle à quel point ce patrimoine religieux a contribué à former l'identité du peuple thaïlandais. La France appuiera sa promotion et sa préservation au nom de l’amitié historique entre la France et la Thaïlande. https://t.co/xJNUlKmyIa",FALSE,265,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1274,5037,FALSE,FALSE,fr,FALSE,NA,NA,,,,"Wat Pho, haut lieu du bouddhisme thaïlandais, nous rappelle à quel point ce patrimoine religieux a contribué à former l'identité du peuple thaïlandais. La France appuiera sa promotion et sa préservation au nom de l’amitié historique entre la France et la Thaïlande. https://t.co/xJNUlKmyIa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T14:39:04Z,1593614773782220800,1593614773782220800,Pháp không chỉ là một quốc gia châu Âu mà còn là một quốc gia thuộc khu vực địa lý  Ấn Độ Dương-Thái Bình Dương. Đây là lý do tại sao tôi có mặt tại Hội nghị Cấp cao APEC tại Thái Lan. Thông điệp của tôi : hãy cùng chung tay xây dựng!,FALSE,234,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,189,1202,FALSE,FALSE,vi,NA,NA,NA,,,,Pháp không chỉ là một quốc gia châu Âu mà còn là một quốc gia thuộc khu vực địa lý  Ấn Độ Dương-Thái Bình Dương. Đây là lý do tại sao tôi có mặt tại Hội nghị Cấp cao APEC tại Thái Lan. Thông điệp của tôi : hãy cùng chung tay xây dựng!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T14:38:24Z,1593614603661242400,1593614603661242368,프랑스는 유럽 국가일 뿐 아니라 인도•태평양 국가이기도 합니다. 태국에서 열리는 APEC 정상회의에 제가 참가하는 이유가 바로 여기 있습니다. 저의 메시지는: « 함께 건설합시다 ! » 입니다.,FALSE,108,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,165,1081,FALSE,FALSE,ko,NA,NA,NA,,,,프랑스는 유럽 국가일 뿐 아니라 인도•태평양 국가이기도 합니다. 태국에서 열리는 APEC 정상회의에 제가 참가하는 이유가 바로 여기 있습니다. 저의 메시지는: « 함께 건설합시다 ! » 입니다.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T14:36:36Z,1593614151200694300,1593614151200694272,フランスはヨーロッパの国であると同時に、インド太平洋の国でもあります。そのために私はタイのAPECサミットに参加しているのです。私からのメッセージは、「ともに築き上げよう！」です。,FALSE,90,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,503,2870,FALSE,FALSE,ja,NA,NA,NA,,,,フランスはヨーロッパの国であると同時に、インド太平洋の国でもあります。そのために私はタイのAPECサミットに参加しているのです。私からのメッセージは、「ともに築き上げよう！」です。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T14:35:44Z,1593613934476816400,1593613934476816384,法国不仅是一个欧洲国家，也是一个印太国家，所以我参加在泰国举办的亚太经合组织峰会（APEC）。我要表达的是：让我们共同建设！,FALSE,62,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,447,5305,FALSE,FALSE,zh,NA,NA,NA,,,,法国不仅是一个欧洲国家，也是一个印太国家，所以我参加在泰国举办的亚太经合组织峰会（APEC）。我要表达的是：让我们共同建设！,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T14:34:44Z,15936136841146e5,1593613684114599941,फ्रांस न केवल एक यूरोपीय देश है बल्कि एक हिन्द-प्रशान्त महासागर देश भी है। यही कारण है कि मैं थाईलैंड में एपेक शिखर सम्मेलन में हूं। मेरा संदेश: आइए मिलकर निर्माण करें!,FALSE,168,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8278,72868,FALSE,FALSE,hi,NA,NA,NA,,,,फ्रांस न केवल एक यूरोपीय देश है बल्कि एक हिन्द-प्रशान्त महासागर देश भी है। यही कारण है कि मैं थाईलैंड में एपेक शिखर सम्मेलन में हूं। मेरा संदेश: आइए मिलकर निर्माण करें!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T14:33:37Z,1593613400441229300,1593613400441229317,ฝรั่งเศสไม่ใช่เป็นเพียงประเทศยุโรป หากเป็นประเทศอินโดแปซิฟิกประเทศหนึ่งด้วย นี่เป็นเหตุผลที่ข้าพเจ้ามาเข้าร่วมในการประชุมเอเปกในประเทศไทย ข้อความที่ข้าพเจ้าสื่อสารคือ เรามาสร้างสรรค์ร่วมกัน !,FALSE,191,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,3018,4834,FALSE,FALSE,th,NA,NA,NA,,,,ฝรั่งเศสไม่ใช่เป็นเพียงประเทศยุโรป หากเป็นประเทศอินโดแปซิฟิกประเทศหนึ่งด้วย นี่เป็นเหตุผลที่ข้าพเจ้ามาเข้าร่วมในการประชุมเอเปกในประเทศไทย ข้อความที่ข้าพเจ้าสื่อสารคือ เรามาสร้างสรรค์ร่วมกัน !,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T13:59:00Z,1593604688947318800,1593604688947318784,France is not only a European country but also an Indopacific country. This is why I am at the APEC Summit in Thaïland. My message: let’s build together! https://t.co/Gn4ZpUr7Lo,FALSE,153,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,732,3310,FALSE,FALSE,en,FALSE,NA,NA,,,,France is not only a European country but also an Indopacific country. This is why I am at the APEC Summit in Thaïland. My message: let’s build together! https://t.co/Gn4ZpUr7Lo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T09:27:38Z,1593536397058912300,1593536397058912256,"France is close to Papua New Guinea, due to its geographical proximity to New Caledonia. However we share much more: a Melanesian culture and common projects regarding energy transition and biodiversity protection. We plan to strengthen them. https://t.co/fpiJuHExBt",FALSE,242,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,202,1097,FALSE,FALSE,en,FALSE,NA,NA,,,,"France is close to Papua New Guinea, due to its geographical proximity to New Caledonia. However we share much more: a Melanesian culture and common projects regarding energy transition and biodiversity protection. We plan to strengthen them. https://t.co/fpiJuHExBt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T09:08:52Z,1593531675442835500,1593531675442835456,"La France est proche de la Papouasie-Nouvelle-Guinée par sa géographie, avec la Nouvelle-Calédonie. Mais nous partageons bien plus : une culture mélanésienne et des projets communs de transition énergétique et de protection de la biodiversité. Nous allons les renforcer. https://t.co/GKmSaBMdMb",FALSE,270,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,349,1585,FALSE,FALSE,fr,FALSE,NA,NA,,,,"La France est proche de la Papouasie-Nouvelle-Guinée par sa géographie, avec la Nouvelle-Calédonie. Mais nous partageons bien plus : une culture mélanésienne et des projets communs de transition énergétique et de protection de la biodiversité. Nous allons les renforcer. https://t.co/GKmSaBMdMb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-17T17:00:27Z,1593287967036022800,1593287967036022785,L'Indopacifique est une réalité pour notre pays. La moitié de nos collectivités ou départements d'outre-mer y font rayonner la France. https://t.co/hub7CnrdTa,FALSE,134,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,419,1674,FALSE,FALSE,fr,FALSE,NA,NA,,,,L'Indopacifique est une réalité pour notre pays. La moitié de nos collectivités ou départements d'outre-mer y font rayonner la France. https://t.co/hub7CnrdTa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-17T16:33:24Z,1593281157378240500,1593281157378240512,O Brasil está de volta a uma estratégia amazônica! Apoio a iniciativa do Presidente @LulaOficial para uma COP na Amazônia. Nós precisamos. A França também continuará a engajar-se.,FALSE,179,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6220,60686,FALSE,FALSE,pt,NA,NA,NA,,,,O Brasil está de volta a uma estratégia amazônica! Apoio a iniciativa do Presidente @LulaOficial para uma COP na Amazônia. Nós precisamos. A França também continuará a engajar-se.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-17T16:33:03Z,1593281069406900200,1593281069406900225,Le Brésil est de retour dans une stratégie amazonienne ! Je soutiens l’initiative du Président @LulaOficial d'une COP en Amazonie. Nous en avons besoin. La France continuera elle aussi de s’y engager.,FALSE,200,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7749,78609,FALSE,FALSE,fr,NA,NA,NA,,,,Le Brésil est de retour dans une stratégie amazonienne ! Je soutiens l’initiative du Président @LulaOficial d'une COP en Amazonie. Nous en avons besoin. La France continuera elle aussi de s’y engager.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-17T15:23:12Z,1593263492202909700,1593263492202909696,ประเทศไทยเป็นประเทศหนึ่งที่มีความเสี่ยงสูงจากผลกระทบของการเปลี่ยนแปลงสภาพภูมิอากาศ เราจะร่วมสมานฉันท์และมาตามนัดหมายเสมอเพื่อเป็นเพื่อนร่วมทางในการปรับเปลี่ยน ร่วมกัน- เราจะสามารถป้องกันความหลากหลายทางชีวภาพได้ดีกว่า โดยเฉพาะอย่างยิ่ง ระบบนิเวศทางทะเลและชายฝั่ง,FALSE,261,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1593263489367576600,1593263489367576576,1976143068,1976143068,EmmanuelMacron,,,,NA,FALSE,406,1018,FALSE,FALSE,th,NA,NA,NA,,,,ประเทศไทยเป็นประเทศหนึ่งที่มีความเสี่ยงสูงจากผลกระทบของการเปลี่ยนแปลงสภาพภูมิอากาศ เราจะร่วมสมานฉันท์และมาตามนัดหมายเสมอเพื่อเป็นเพื่อนร่วมทางในการปรับเปลี่ยน ร่วมกัน- เราจะสามารถป้องกันความหลากหลายทางชีวภาพได้ดีกว่า โดยเฉพาะอย่างยิ่ง ระบบนิเวศทางทะเลและชายฝั่ง,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-17T15:23:11Z,1593263489367576600,1593263489367576576,การที่ท่านได้เชิญข้าพเจ้าเข้าร่วมประชุมเอเปค - หัวใจของความร่วมมือทางเศรษฐกิจของเอเชีย-แปซิฟิก ประเทศไทยได้แสดงให้เห็นถึงความสัมพันธ์บนรากฐานของความไว้วางใจ ที่ประเทศฝรั่งเศสได้รู้สร้างสานในย่านอินโดแปซิฟิก ความร่วมมือระหว่างประเทศของเราทั้งสองนี้ – เราจะสืบสร้างต่อไป https://t.co/QrfPLScpXv,FALSE,268,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1711,4264,FALSE,FALSE,th,FALSE,NA,NA,,,,การที่ท่านได้เชิญข้าพเจ้าเข้าร่วมประชุมเอเปค - หัวใจของความร่วมมือทางเศรษฐกิจของเอเชีย-แปซิฟิก ประเทศไทยได้แสดงให้เห็นถึงความสัมพันธ์บนรากฐานของความไว้วางใจ ที่ประเทศฝรั่งเศสได้รู้สร้างสานในย่านอินโดแปซิฟิก ความร่วมมือระหว่างประเทศของเราทั้งสองนี้ – เราจะสืบสร้างต่อไป https://t.co/QrfPLScpXv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-17T15:11:22Z,1593260515052392400,1593260515052392448,"La Thaïlande est de ces pays les plus exposés aux conséquences du dérèglement climatique. Nous serons au rendez-vous de la solidarité pour accompagner l’adaptation. Ensemble, nous allons mieux protéger la biodiversité, en particulier les écosystèmes marins et côtiers.",FALSE,268,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1593256756289097700,1593256756289097731,1976143068,1976143068,EmmanuelMacron,,,,NA,FALSE,157,615,FALSE,FALSE,fr,NA,NA,NA,,,,"La Thaïlande est de ces pays les plus exposés aux conséquences du dérèglement climatique. Nous serons au rendez-vous de la solidarité pour accompagner l’adaptation. Ensemble, nous allons mieux protéger la biodiversité, en particulier les écosystèmes marins et côtiers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
